order_item_id	order_item_name	order_item_type	order_id
9100	Economy	shipping	1092671
9101	BORUiT V3 Mini EDC Flashlight 900LM Torch Rechargeable Keychain Magnet Flashlamp	line_item	1092677
9102	2% discount	fee	1092677
9103	Priority	shipping	1092677
9109	Biancat New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092685
9110	Priority	shipping	1092685
9115	Biancat New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092703
9116	Extra fee for COD	fee	1092703
9117	Gift wrapper	fee	1092703
9118	Amount to Pay at the time of delivery	fee	1092703
9119	Priority	shipping	1092703
9120	Rubber Port Bottom Cover Plug Cover for Canon EOS 7D 5DII 40D 50D 5D2 Camera	line_item	1092704
9121	Gift wrapper	fee	1092704
9122	2% discount	fee	1092704
9123	Priority	shipping	1092704
9124	Organic Natural BLUE LOTUS Nymphaea Caerulea Dried Flower 100% Herbal Tea 13g	line_item	1092707
9125	Economy	shipping	1092707
9126	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092708
9127	Priority	shipping	1092708
9148	Sakura Japanese Shampoo, Sakura Hair Growth Japan's No. 1 Shampoo	line_item	1092715
9149	Economy	shipping	1092715
9156	Beads/prayer Counter Clicker Rechargeable 6 Digit Electronic Finger	line_item	1092719
9157	Economy	shipping	1092719
9166	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 1-1	line_item	1092722
9167	Economy	shipping	1092722
9222	Blue Lotus Flower Sun Dried 100% Pure Organic Tea Nymphaea caerulea 30g	line_item	1092741
9223	2% discount	fee	1092741
9224	Priority	shipping	1092741
9241	USB A Female to DC 5.5x2.1mm Female 5V Connector Power Adapter for Laptop PC	line_item	1092747
9242	2% discount	fee	1092747
9243	Priority	shipping	1092747
9252	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092750
9253	2% discount	fee	1092750
9254	Priority	shipping	1092750
9258	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092752
9259	2% discount	fee	1092752
9260	Priority	shipping	1092752
9261	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092753
9262	Priority	shipping	1092753
9347	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item	1092775
9348	Organic Blue lotus Flower Herbal Tea Bags help lower blood sugar natural drink 5g to 100g - 5g	line_item	1092775
9349	Extra fee for COD	fee	1092775
9350	2% discount	fee	1092775
9351	Amount to Pay at the time of delivery	fee	1092775
9352	Priority	shipping	1092775
9403	Blue Lotus Flower Herbal Tea Nymphaea Caerulea 100% Organic Herbal 20g	line_item	1092794
9404	2% discount	fee	1092794
9405	Economy	shipping	1092794
9431	Dial Fishing Weighing Scale  Scales with Tape Measure for Kitchen Fishing	line_item	1092811
9432	2% discount	fee	1092811
9433	Economy	shipping	1092811
9437	Coaxial to Ethernet Adapter, Coax RF F Female to RJ45 Male Converter for Tester	line_item	1092815
9438	Extra fee for COD	fee	1092815
9439	2% discount	fee	1092815
9440	Amount to Pay at the time of delivery	fee	1092815
9441	Economy	shipping	1092815
9448	Earpad/Headband for SONY NWZ-WH505 WH303 Headset Worn-out Cushion Replacement - 1 Pair Earpad (Black)	line_item	1092816
9449	2% discount	fee	1092816
9450	Priority	shipping	1092816
9453	20 Yellow Sweet Potato Seeds Koali Ipomoea batatas Organic	line_item	1092819
9454	2% discount	fee	1092819
9455	Priority	shipping	1092819
9472	Artist Drawing Tablet Gloves Art Glove for Tracing Board Paper Sketching	line_item	1092825
9473	Extra fee for COD	fee	1092825
9474	2% discount	fee	1092825
9475	Amount to Pay at the time of delivery	fee	1092825
9476	Priority	shipping	1092825
9480	4LR44 to PX32 Battery Adapter For Yashica Electro 35G GT GS GTN GSN GST GL MG-1	line_item	1092827
9481	Priority	shipping	1092827
9485	BORUiT V10 Mini Flashlight 1000LM Torch USB Rechargeable Keychain Magnet UV lamp	line_item	1092830
9487	Priority	shipping	1092830
9492	Blue Lotus Flower Sun Dried 100% Pure Organic Tea Nymphaea caerulea 30g	line_item	1092832
9493	Priority	shipping	1092832
9494	Long Range Bluetooth 5.3 Transmitter Receiver Audio Adapter for TV Home Stereos	line_item	1092833
9495	Gift wrapper	fee	1092833
9496	2% discount	fee	1092833
9497	Priority	shipping	1092833
9504	Governor Arm Shaft Gear Assembly Speed Control Kit For GX140 GX160 GX200 5.5HP	line_item	1092836
9505	2% discount	fee	1092836
9506	Economy	shipping	1092836
9534	NEW!! Biancat New Zealand Bee Venom Professional Care Gel, Bee Venom Treatment	line_item	1092843
9535	2% discount	fee	1092843
9536	Priority	shipping	1092843
9546	Laptop DC Tip Converter 4.5x3.0mm female to Type C male	line_item	1092851
9547	Priority	shipping	1092851
9548	Laptop DC Tip Converter Type-C female To 5.5x2.5mm male	line_item	1092852
9549	2% discount	fee	1092852
9550	Economy	shipping	1092852
9585	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092869
9586	Extra fee for COD	fee	1092869
9587	2% discount	fee	1092869
9588	Amount to Pay at the time of delivery	fee	1092869
9589	Economy	shipping	1092869
9595	Bluetooth Audio Receiver, Bluetooth 5.0 Adapter 3D Surround Sound AUX Receiver Support TF Card Noise Cancellation for Wired Speakers, Cars, Phones and Home Stereo System RCA Stereo Receiver 3.5mm Bluetooth Adapter Subwoofer Mode	line_item	1092872
9596	2% discount	fee	1092872
9597	Economy	shipping	1092872
9622	60 Giant Moso Bamboo Seeds Phyllostachys Pubescens Garden Plants S055	line_item	1092881
9623	2% discount	fee	1092881
9624	Economy	shipping	1092881
9665	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 1-1	line_item	1092891
9666	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 1-2	line_item	1092891
9667	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 2-3	line_item	1092891
9668	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 3-4	line_item	1092891
9669	2% discount	fee	1092891
9670	Economy	shipping	1092891
9687	Organic Natural BLUE LOTUS Nymphaea Caerulea Dried Flower 100% Herbal Tea 13g	line_item	1092896
9688	2% discount	fee	1092896
9689	Economy	shipping	1092896
9693	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092898
9694	Extra fee for COD	fee	1092898
9695	2% discount	fee	1092898
9696	Amount to Pay at the time of delivery	fee	1092898
9697	Priority	shipping	1092898
9698	New Zealand Bee Venom Professional Care Gel, Wewersh Bee Venom Treatment	line_item	1092899
9699	2% discount	fee	1092899
9700	Economy	shipping	1092899
9734	2Pack Mouse Skates for G304 G305 Mouse Feet Pads Replacement Feet	line_item	1092908
9735	2% discount	fee	1092908
9736	Economy	shipping	1092908
9756	Blue Lotus Flower Sun Dried 100% Pure Organic Tea Nymphaea caerulea 30g	line_item	1092919
9758	Priority	shipping	1092919
9843	2% discount	fee	1092919
9784	US Quansheng UV K5 Walkie Talkie Encrypt 50-599Mhz DTMF Repeater USB C HAM Radio	line_item	1092928
9785	Gift wrapper	fee	1092928
9786	Priority	shipping	1092928
9826	Organic Natural BLUE LOTUS Nymphaea Caerulea Dried Flower 100% Herbal Tea 13g	line_item	1092942
9827	Extra fee for COD	fee	1092942
9828	2% discount	fee	1092942
9829	Amount to Pay at the time of delivery	fee	1092942
9830	Economy	shipping	1092942
9857	Boulder Tools Heavy Duty Rapid Tire Deflator Air Down Offroad	line_item	1092951
9858	Extra fee for COD	fee	1092951
9859	Amount to Pay at the time of delivery	fee	1092951
9860	Economy	shipping	1092951
9869	Ghost Bond Glue XL Classic &amp; Ghost Bond Remover Combo Lace Headgear Wig Glue plus remover set	line_item	1092973
9870	2% discount	fee	1092973
9871	Economy	shipping	1092973
9872	Black T Ring Spotting Scope Camera Adapter for Nikon DSLR Photography Sleeve M42	line_item	1092975
9873	Priority	shipping	1092975
9898	3ml 12 Hours Wart Remover Pen Skin Tag Eliminate Foot Corn Wart Unisex.	line_item	1092984
9899	Economy	shipping	1092984
10010	BLUE LOTUS Nymphaea Caerulea Hand Picked Dried Flower Natural Herbal Tea 5g	line_item	1093038
10011	Extra fee for COD	fee	1093038
10012	Amount to Pay at the time of delivery	fee	1093038
10013	Economy	shipping	1093038
10069	Blue Lotus Flower Sun Dried 100% Pure Organic Tea Nymphaea caerulea 30g	line_item	1093060
10070	2% discount	fee	1093060
10071	Priority	shipping	1093060
10094	Organic Natural BLUE LOTUS Nymphaea Caerulea Dried Flower 100% Herbal Tea 13g	line_item	1093070
10095	Priority	shipping	1093070
10101	600 Sea Buckthorn Seeds Hippophae rhamnoides Organic Fruit	line_item	1093073
10102	2% discount	fee	1093073
10103	Economy	shipping	1093073
10107	All Natural Organic Blue Lotus Nymphaea Caerulea Dried Herbal Tea Flower, 13G	line_item	1093075
10108	Economy	shipping	1093075
10142	Aluminum Handle + 3 Hook Needles Hair Crochet Ventilating Needles Kit for Wigs Toupee	line_item	1093088
10143	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 1-1	line_item	1093088
10144	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 1-2	line_item	1093088
10145	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 2-3	line_item	1093088
10146	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 3-4	line_item	1093088
10147	Economy	shipping	1093088
10193	Hyaluronic Acid Micro-Needle Eye Patches: Combat Ageing, Erase Wrinkles and Fine Lines	line_item	1093107
10194	2% discount	fee	1093107
10195	Economy	shipping	1093107
10196	3 in 1 Flex Cable PTZ Flat Cable for Mavic Mini and Mini 2 Gimbal Repair Part	line_item	1093108
10197	Extra fee for COD	fee	1093108
10198	2% discount	fee	1093108
10199	Amount to Pay at the time of delivery	fee	1093108
10200	Priority	shipping	1093108
10217	100W Type-C DC Power Adapter Jack Connector USB Type C to Universal Fast Charging Cable Cord for Lenovo Asus Hp Acer Laptop	line_item	1093113
10218	2% discount	fee	1093113
10219	Economy	shipping	1093113
10220	BORUiT V10 Mini Flashlight: Ultra-Bright 1000LM Torch with USB Rechargeable Keychain and UV Lamp	line_item	1093114
10222	Priority	shipping	1093114
10231	Gray White Hair Treatment Serum Liquid Anti Loose Hair Care Product NEW 2023	line_item	1093116
10232	2% discount	fee	1093116
10233	Priority	shipping	1093116
10255	SAMAHAN Ayurveda Ayurvedic Herbal Tea: Nature's Remedy for Cough and Cold - 1 Packet	line_item	1093123
10256	Priority	shipping	1093123
10257	Aluminum Pail Opener Small 8.8" Silver Paint Bucket Lid Opener Wrench, Remover Tool	line_item	1093136
10258	Economy	shipping	1093136
10304	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 1-1	line_item	1093149
10305	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 1-2	line_item	1093149
10306	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 2-3	line_item	1093149
10307	German Ventilating Needle 1 Piece for Lace Wig making Size 1-1, 1-2, 2-3, 3-4 choose size - 3-4	line_item	1093149
10308	Extra fee for COD	fee	1093149
10309	2% discount	fee	1093149
10310	Amount to Pay at the time of delivery	fee	1093149
10311	Economy	shipping	1093149
10315	Tranquil Blue Lotus: Pure Organic, Hand-Picked Dried Flowers for Serenity and Well-being	line_item	1093151
10316	2% discount	fee	1093151
10317	Economy	shipping	1093151
10396	Exquisite Dried Blue Lotus Flowers: Enhance Your Mind, Body, and Spirit with Premium Nymphaea Caerulea Water Lily Tea	line_item	1093172
10397	Gift wrapper	fee	1093172
10398	2% discount	fee	1093172
10399	Priority	shipping	1093172
10457	Plastic Paint bucket opener Plastic Gallon Barrel Drum Pail Opener	line_item	1093189
10458	2% discount	fee	1093189
10459	Economy	shipping	1093189
10465	Computer Mesh 30cm X 100cm Dust Filter PC DIY PVC Case Fan Cooler Dust Filter Network Net Case Dustproof Cover Chassis Dust Cover	line_item	1093191
10466	2% discount	fee	1093191
10467	Economy	shipping	1093191
10468	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea	line_item	1093192
10469	2% discount	fee	1093192
10470	Priority	shipping	1093192
10471	M.2 NGFF NVMe SSD 2230 2242 2260 to 2280 Length Extension Adapter Brackets SSD	line_item	1093193
10472	Extra fee for COD	fee	1093193
10473	2% discount	fee	1093193
10474	Amount to Pay at the time of delivery	fee	1093193
10475	Economy	shipping	1093193
10491	Premium Replacement Microphone for Logitech G PRO X Gaming Headset, Enhance Your Gaming Audio	line_item	1093199
10492	2% discount	fee	1093199
10493	Priority	shipping	1093199
10536	Practical 0.36" Digital Ammeter DC 0-5.0000mA (5mA) 5 Digit Current Meter Tester	line_item	1093211
10537	Priority	shipping	1093211
10565	20ml Ear Ringing Treatment Oil Ear Ringing Tinnitus Relief Drops Tinnitus Oil T6	line_item	1093220
10566	2% discount	fee	1093220
10567	Priority	shipping	1093220
10571	All Natural Organic Blue Lotus Nymphaea Caerulea Dried Herbal Tea Flower, 13G	line_item	1093221
10572	2% discount	fee	1093221
10573	Economy	shipping	1093221
10582	Blazing Carolina Reaper: Purest Dried Pods for Extreme Heat Enthusiasts	line_item	1093225
10583	Economy	shipping	1093225
10607	100W USB Type C Fast Charging Adapter Plug Connector Universal USB C Laptop Charger Converter for Dell Asus HP Acer Lenovo etc - 3.5-1.35mm	line_item	1093233
10608	2% discount	fee	1093233
10609	Economy	shipping	1093233
10627	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea	line_item	1093242
10628	Priority	shipping	1093242
10635	Sandalwood Massage Comb Head Meridian Massage Comb Scalp Scraping Dredging Co A9	line_item	1093244
10636	2% discount	fee	1093244
10637	Economy	shipping	1093244
10660	0.001-3000MHZ Noise DC12V RF Noise Signal Generator Noise Simple Spectrum	line_item	1093250
10661	Extra fee for COD	fee	1093250
10662	2% discount	fee	1093250
10663	Amount to Pay at the time of delivery	fee	1093250
10664	Economy	shipping	1093250
10670	Unveiling Spring's Elegance: Pack of 10 Cherry Blossom Sakura Oriental Cherry Seeds	line_item	1093252
10671	2% discount	fee	1093252
10672	Economy	shipping	1093252
10681	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea 30g	line_item	1093259
10683	Priority	shipping	1093259
10688	Instant Wrinkle Reversal: 5-Second Face Cream for Tightened, Youthful Skin	line_item	1093261
10689	Gift wrapper	fee	1093261
10690	Priority	shipping	1093261
10710	SP-4 Probiotic Toothpaste SP-4 Brightening Toothpaste Fresh Breath-Toothpaste - Red (Whitening effect)	line_item	1093272
10711	Priority	shipping	1093272
10721	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea 30g	line_item	1093283
10722	Extra fee for COD	fee	1093283
10723	2% discount	fee	1093283
10724	Amount to Pay at the time of delivery	fee	1093283
10725	Priority	shipping	1093283
10756	100W USB Type C to 6.0x3.7mm Male Plug Converter Dual E-Mark Chips USB C PD Charging Cable Cord for Asus FX-PRO Laptop PC	line_item	1093295
10757	2% discount	fee	1093295
10758	Priority	shipping	1093295
10759	MDQ 150A 1600V Single-Phase Diode Bridge Rectifier Good Heat Dissipation	line_item	1093298
10760	Priority	shipping	1093298
10764	BGNing Quick Release Camera Tether Cable Clamp for Secure Photography and Video Shooting	line_item	1093300
10765	2% discount	fee	1093300
10766	Economy	shipping	1093300
10780	Aged Puer Tea: Premium 250g Brick of 2010 Ripe Puerh Shu, Crafted with Raw Material	line_item	1093305
10781	Authentic Lapsang Souchong Black Tea: 125g of High Mountain Tea from Wuyi, Fujian Province	line_item	1093305
10782	Extra fee for COD	fee	1093305
10783	2% discount	fee	1093305
10784	Amount to Pay at the time of delivery	fee	1093305
10785	Priority	shipping	1093305
10806	100W USB Type C Fast Charging Adapter Plug Connector Universal USB C Laptop Charger Converter for Dell Asus HP Acer Lenovo etc - 6.0-0.6mm	line_item	1093315
10807	2% discount	fee	1093315
10808	Economy	shipping	1093315
10829	BORUiT V10 LED Keychain Flashlight: Compact, Rechargeable EDC Light for Everyday Use	line_item	1093321
10830	Priority	shipping	1093321
10831	Nature's Remedy: Bang Duo Fu Qi Cao Gang Mu Ru Gao Cream - Herbal Soothing for Discomfort	line_item	1093322
10832	Economy	shipping	1093322
10844	100% Organic Batana Oil from Honduras, natural hair growth 3.4 fl.oz/100ml	line_item	1093326
10845	Extra fee for COD	fee	1093326
10846	2% discount	fee	1093326
10847	Amount to Pay at the time of delivery	fee	1093326
10848	Economy	shipping	1093326
10881	52mm-62mm Male to Male Coupling Step Ring Adaptor: Enhance Lens Compatibility and Expand Photographic Horizons	line_item	1093336
10882	46-52mm Step-Up Adapter Ring: Seamlessly Connect 46mm Male to 52mm Female Lenses	line_item	1093336
10883	2% discount	fee	1093336
10884	Economy	shipping	1093336
10914	Enhanced Comfort: Silicone Ear Pads Replacement for Sony WH-1000XM3/WH-1000XM4 Headphones	line_item	1093337
10915	2% discount	fee	1093337
10916	Economy	shipping	1093337
10896	Organic Premium Super Mushroom Cordyceps Militaris Fungus Chong Cao Hua 500g	line_item	1093340
10897	Gift wrapper	fee	1093340
10898	Priority	shipping	1093340
10923	Luxurious 24K Gold Foil Peel-Off Mask: Illuminate Your Skin with Beilingmei's Anti-Aging Solution	line_item	1093349
10924	Priority	shipping	1093349
10925	Tranquil Serenity: Blue Lotus Flowers for Spiritual Awakening and Enhanced Well-being	line_item	1093350
10926	2% discount	fee	1093350
10927	Economy	shipping	1093350
10968	All Natural Organic Blue Lotus Nymphaea Caerulea Dried Herbal Tea Flower, 13G	line_item	1093366
10969	2% discount	fee	1093366
10970	Economy	shipping	1093366
10990	Purifying Exfoliating Gel: Exfoliate and Purify for Radiant and Smooth Skin	line_item	1093388
10991	2% discount	fee	1093388
10992	Economy	shipping	1093388
10993	Exceptional 40mm Headphone Speaker Pair for Enhanced Audio Experiences	line_item	1093390
10994	2% discount	fee	1093390
10995	Economy	shipping	1093390
11004	Remote Control Wall Hanging Fan Wall Kitchen Bathroom Electric Fan Wall Fan	line_item	1093392
11005	Gift wrapper	fee	1093392
11006	Priority	shipping	1093392
11007	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea 30g	line_item	1093393
11008	2% discount	fee	1093393
11009	Priority	shipping	1093393
11015	Precision Mouse Skates for Logitech MX Master 3: Enhanced Glide and Control for Esports	line_item	1093398
11016	2% discount	fee	1093398
11017	Economy	shipping	1093398
11024	Blue Lotus Nymphaea Caerulea Dried Flower Herbal Tea, 100% Organic, 6g	line_item	1093402
11025	2% discount	fee	1093402
11026	Economy	shipping	1093402
11027	Gold Foil Peel-off Mask for Radiant and Nourished Skin, Reducing Wrinkles	line_item	1093403
11028	Extra fee for COD	fee	1093403
11029	Gift wrapper	fee	1093403
11030	2% discount	fee	1093403
11031	Amount to Pay at the time of delivery	fee	1093403
11032	Economy	shipping	1093403
11058	Bent tip needle for Yarn Darning Tapestry Large Sewing Big Eye Weaving Crochet Wool Blunt Needles 2 Pcs	line_item	1093411
11059	2% discount	fee	1093411
11060	Economy	shipping	1093411
11095	Mystical Organic Blue Lotus Flower: Experience Ancient Egyptian Spirituality and Aromatherapy	line_item	1093448
11096	Economy	shipping	1093448
11113	Active Natto Powder Starter Culture for Bacillus Subtilis: 10g Per Packet	line_item	1093469
11114	2% discount	fee	1093469
11115	Economy	shipping	1093469
11144	100W USB C to 6.0x3.7mm Male Plug Converter for Asus FX-PRO Laptops - Dual E-Mark Chips PD Charging Cable	line_item	1093477
11145	2% discount	fee	1093477
11146	Economy	shipping	1093477
11165	Smart WiFi Garage Door Opener Controller with App & Voice Control - EU	line_item	1093483
11166	2% discount	fee	1093483
11167	Economy	shipping	1093483
11218	Exotic Durian Seeds: Grow Your Own Tropical Fruit Paradise at Home	line_item	1093501
11219	Gift wrapper	fee	1093501
11220	2% discount	fee	1093501
11221	Economy	shipping	1093501
11257	Durable Plastic Battery Box for STANDARD FT60R VX168 VX160 Walkie Talkies	line_item	1093521
11258	Economy	shipping	1093521
11313	East Naturhus Premium Korean Red Ginseng Root Slices: Grade AA+ Panax Tonic for Enhanced Vitality	line_item	1093539
11314	Exceptional Grade Red Korean Ginseng Roots: Enhance Vitality with Nature's Finest	line_item	1093539
11315	Organic Honeysuckle (Lonicera japonica) Dried Buds Flower Tea Herb for Infusions - 250g	line_item	1093539
11316	Angelic Aromatics: Pure Organic Angelica Whole Root Herbal Tea for Inner Balance and Vitality	line_item	1093539
11317	Extra fee for COD	fee	1093539
11318	2% discount	fee	1093539
11319	Amount to Pay at the time of delivery	fee	1093539
11320	Priority	shipping	1093539
11328	Yanagiya Hair Tonic for Stronger, Healthier Hair - 240ml	line_item	1093543
11329	Priority	shipping	1093543
11338	Heavy-Duty Plastic Paint Bucket Opener for Effortless Gallon Barrel and Drum Lid Removal	line_item	1093549
11339	Heavy-Duty Aluminum Paint Bucket Lid Opener Wrench for Easy Removal	line_item	1093549
11340	Shipping	shipping	1093549
11341	2% discount	fee	1093549
11343	PC Case Dust Filter: 30cm x 100cm Mesh Cover for Cooler Fans and Chassis Dust Protection	line_item	1093551
11345	Fade Away Scars: Medical-Grade Scar Removal Spray for Pregnancy, Surgery, and Burns.	line_item	1093553
11346	2% discount	fee	1093553
11347	Priority	shipping	1093553
11364	BORUiT V10 LED Keychain Flashlight: Compact, Rechargeable EDC Light for Everyday Use	line_item	1093561
11365	Economy	shipping	1093561
11420	Premium Headband and Ear Pad Set for Enhancing Motorola Pulse Escape Headset Comfort and Performance	line_item	1093610
11421	Extra fee for COD	fee	1093610
11423	Amount to Pay at the time of delivery	fee	1093610
11424	Economy	shipping	1093610
11434	2% discount	fee	1093610
11435	Organic Black Sugar Cane Seeds (150) for Sugarcane Planting and Cultivation	line_item	1093616
11450	Youthful Radiance Revived: Revitalizing Placenta Dragon's Blood Skin Enhancement Cream - Dragons Blood Cream	line_item	1093636
11451	Extra fee for COD	fee	1093636
11452	2% discount	fee	1093636
11453	Amount to Pay at the time of delivery	fee	1093636
11454	Economy	shipping	1093636
11463	TTC 15mm Mouse Wheel Encoder Replacement for Razer Deathadder Pro - Smooth Scrolling Upgrade	line_item	1093640
11464	2% discount	fee	1093640
11465	Economy	shipping	1093640
11480	Powerful NP-BD1 Battery Charger for Sony Cameras (DSC-T2, DSC-T200, DSC-T300, DSC-T77, DSC-T700, TX1)	line_item	1093649
11481	2% discount	fee	1093649
11482	Priority	shipping	1093649
11488	German Ventilating Needle for Lace Wig Making - Sizes 1-1, 1-2, 2-3, 3-4 (Choose Size) - 1-1	line_item	1093653
11489	2% discount	fee	1093653
11490	Economy	shipping	1093653
11494	Premium LCD Screen Replacement for Sony Sx40e Sx41e Hc62 Dvd610, Vivid Display and Touch Sensitive	line_item	1093656
11495	Priority	shipping	1093656
11522	Premium Organic Sweet Potato Seeds: 20 Heirloom Yellow Koali Ipomoea Batatas	line_item	1093676
11523	Economy	shipping	1093676
11529	Heavy-Duty Plastic Paint Bucket Opener for Effortless Gallon Barrel and Drum Lid Removal	line_item	1093682
11530	2% discount	fee	1093682
11531	Economy	shipping	1093682
11538	Canon EOS M Camera LCD Display Screen Replacement - 1 Piece for Repairs and Upgrades	line_item	1093685
11539	Economy	shipping	1093685
11597	Supreme-Quality BLUE LOTUS, Organically Grown, Hand-Picked Ceylon Nymphaea Caerulea (25g)	line_item	1093731
11598	Tranquil Serenity: Blue Lotus Flowers for Spiritual Awakening and Enhanced Well-being	line_item	1093731
11599	2% discount	fee	1093731
11600	Economy	shipping	1093731
11618	Blue Lotus Nymphaea Caerulea Handpicked Dried Flower for Natural Herbal Tea	line_item	1093740
11619	Blue Lotus Nymphaea Caerulea Dried Flower Herbal Tea, 100% Organic, 6g	line_item	1093740
11620	Extra fee for COD	fee	1093740
11621	Gift wrapper	fee	1093740
11622	2% discount	fee	1093740
11623	Amount to Pay at the time of delivery	fee	1093740
11624	Priority	shipping	1093740
11625	PC Case Dust Filter: 30cm x 100cm Mesh Cover for Cooler Fans and Chassis Dust Protection	line_item	1093746
11626	Shipping	shipping	1093746
11627	Single Supply Audio Filter Board: High/Low Pass, 2.1 Channel, 10-24V for Audio Projects	line_item	1093800
11628	2% discount	fee	1093800
11629	Economy	shipping	1093800
11636	Fragrant Osmanthus Flowers: Premium Dried Edible Tea for Aroma and Wellness	line_item	1093823
11637	2% discount	fee	1093823
11638	Priority	shipping	1093823
11639	Purple Sweet Potato Powder: Organic, Natural Help to Lower & Regulate Blood Pressure	line_item	1093840
11640	Extra fee for COD	fee	1093840
11641	2% discount	fee	1093840
11642	Amount to Pay at the time of delivery	fee	1093840
11643	Economy	shipping	1093840
11658	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea 30g	line_item	1093975
11659	Priority	shipping	1093975
11666	Smart Home Automation: LAN Ethernet 2 Way Relay Board with TCP/UDP Control and Web Server for Remote Switching and Delay Functions	line_item	1093976
11667	2% discount	fee	1093976
11668	Economy	shipping	1093976
11691	Fujifilm XT2 XT3 X-T3 Flash Remote PC Sync Terminal Cap + Battery Grip Cover	line_item	1094003
11692	2% discount	fee	1094003
11693	Economy	shipping	1094003
11694	Lenovo HDD Caddy Bay Hard Drive Connector & SATA Cable for L340-15IRH L340-17IRH	line_item	1094041
11695	2% discount	fee	1094041
11696	Economy	shipping	1094041
11697	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea 30g	line_item	1094112
11698	Priority	shipping	1094112
11708	1080P HD Mini Camera for Discreet Audio and Video Recording in Glasses or Eyewear	line_item	1094116
11709	2% discount	fee	1094116
11710	Economy	shipping	1094116
11721	Sony NP-BG1 Li-Ion Rechargeable Battery for Digital Cameras - Genuine Original	line_item	1094118
11722	Extra fee for COD	fee	1094118
11723	2% discount	fee	1094118
11724	Amount to Pay at the time of delivery	fee	1094118
11725	Priority	shipping	1094118
11730	Effortless Paint Can Lid Opener: 6-Piece Set for Easy Opening of Buckets, Pails, and Barrels	line_item	1094131
11731	2% discount	fee	1094131
11732	Economy	shipping	1094131
11739	Blue Lotus Flower Sun Dried Organic Tea: Experience Tranquility and Clarity with Nymphaea Caerulea 30g	line_item	1094134
11740	Priority	shipping	1094134
11757	Nymphaea Caerulea Extract: Pure Blue Lotus Flower Powder (200:1 Extract, 100g)	line_item	1094141
11758	Organic Blue Lotus Flower Tea - 100g Natural Herbal Ceylon Tea for Relaxation and Calm	line_item	1094141
11759	2% discount	fee	1094141
11760	Economy	shipping	1094141
11761	10%discount	coupon	1094141
11817	Dell Laptop DC Tip Converter: 5.5x2.1mm Female to 4.5x3.0mm Male Power Adapter	line_item	1094161
11818	Economy	shipping	1094161
11825	Blue Lotus Nymphaea Caerulea Handpicked Dried Flower for Natural Herbal Tea 5g	line_item	1094171
11826	2% discount	fee	1094171
11827	Economy	shipping	1094171
11828	Blue Lotus Nymphaea Caerulea Dried Flower Herbal Tea, 100% Organic, 6g	line_item	1094172
11829	2% discount	fee	1094172
11830	Economy	shipping	1094172
11841	Heavy-Duty Motorcycle Lift Stand Table for Easy Street Bike Maintenance and Repair	line_item	1094183
11842	Extra fee for COD	fee	1094183
11843	Amount to Pay at the time of delivery	fee	1094183
11844	Priority	shipping	1094183
