ID	post_author	post_date	post_date_gmt	post_content	post_title	post_excerpt	post_status	comment_status	ping_status	post_password	post_name	to_ping	pinged	post_modified	post_modified_gmt	post_content_filtered	post_parent	guid	menu_order	post_type	post_mime_type	comment_count
681609	1	2023-08-15 13:21:46	2023-08-15 07:51:46		Order &ndash; August 15, 2023 @ 01:21 PM	Please deliver it to security guard.	wc-delivered	closed	closed	wc_order_wFATP3XEIE0jh	order-15-aug-2023-0751-am			2023-10-22 12:20:22	2023-10-22 06:50:22		0	https://nilgiristores.in/?post_type=shop_order&#038;p=681609	0	shop_order		7
681612	1	2023-08-15 18:02:32	2023-08-15 12:32:32		Order &ndash; August 15, 2023 @ 06:02 PM		wc-delivered	closed	closed	wc_order_7mHFK4KIRF6Hu	order-15-aug-2023-1232-pm			2023-10-22 12:20:22	2023-10-22 06:50:22		0	https://nilgiristores.in/?post_type=shop_order&#038;p=681612	0	shop_order		8
681613	1	2023-08-15 20:40:36	2023-08-15 15:10:36		Order &ndash; August 15, 2023 @ 08:40 PM		wc-delivered	closed	closed	wc_order_5JvkMCWMD9oQ2	order-15-aug-2023-0310-pm			2023-10-22 12:20:22	2023-10-22 06:50:22		0	https://nilgiristores.in/?post_type=shop_order&#038;p=681613	0	shop_order		8
687168	1	2023-08-17 01:16:20	2023-08-16 19:46:20		Order &ndash; August 17, 2023 @ 01:16 AM		wc-delivered	closed	closed	wc_order_cyOUyiQCPbaqF	order-16-aug-2023-0746-pm			2023-10-22 12:20:23	2023-10-22 06:50:23		0	https://nilgiristores.in/?post_type=shop_order&#038;p=687168	0	shop_order		8
711629	1	2023-08-18 19:04:48	2023-08-18 13:34:48		Order &ndash; August 18, 2023 @ 07:04 PM		wc-delivered	closed	closed	wc_order_SBWyfTs9WeTCG	order-18-aug-2023-0134-pm			2023-10-22 12:21:18	2023-10-22 06:51:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=711629	0	shop_order		9
727146	1	2023-08-21 15:36:43	2023-08-21 10:06:43		Order &ndash; August 21, 2023 @ 03:36 PM		wc-delivered	closed	closed	wc_order_fyBK1O2A8PSBy	order-21-aug-2023-1006-am			2023-10-22 12:21:18	2023-10-22 06:51:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=727146	0	shop_order		8
727154	1	2023-08-22 09:32:21	2023-08-22 04:02:21		Order &ndash; August 22, 2023 @ 09:32 AM		wc-delivered	closed	closed	wc_order_RWEBGrVbpbCeV	order-22-aug-2023-0402-am			2023-10-22 12:21:18	2023-10-22 06:51:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=727154	0	shop_order		14
727380	1	2023-08-23 14:49:28	2023-08-23 09:19:28		Order &ndash; August 23, 2023 @ 02:49 PM		wc-delivered	closed	closed	wc_order_Y7hIkK8Sn5Qvl	order-23-aug-2023-0919-am			2023-10-22 12:21:18	2023-10-22 06:51:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=727380	0	shop_order		7
729140	1	2023-08-23 20:49:56	2023-08-23 15:19:56		Order &ndash; August 23, 2023 @ 08:49 PM		wc-delivered	closed	closed	wc_order_t6yqqr3GCWtTU	order-23-aug-2023-0319-pm			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=729140	0	shop_order		9
729180	1	2023-08-23 21:37:57	2023-08-23 16:07:57		Order &ndash; August 23, 2023 @ 09:37 PM		wc-delivered	closed	closed	wc_order_yhog8S1o0gjJD	order-23-aug-2023-0407-pm			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=729180	0	shop_order		9
729193	1	2023-08-24 12:03:05	2023-08-24 06:33:05		Order &ndash; August 24, 2023 @ 12:03 PM		wc-delivered	closed	closed	wc_order_eukkgYqkpeyiZ	order-24-aug-2023-0633-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=729193	0	shop_order		9
731293	1	2023-08-25 08:03:45	2023-08-25 02:33:45		Order &ndash; August 25, 2023 @ 08:03 AM		wc-delivered	closed	closed	wc_order_pfVlD03mgsgdQ	order-25-aug-2023-0233-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=731293	0	shop_order		7
731437	1	2023-08-25 15:57:51	2023-08-25 10:27:51		Order &ndash; August 25, 2023 @ 03:57 PM		wc-delivered	closed	closed	wc_order_4spslJ0nsFT71	order-25-aug-2023-1027-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=731437	0	shop_order		10
737911	1	2023-08-28 13:47:55	2023-08-28 08:17:55		Order &ndash; August 28, 2023 @ 01:47 PM		wc-delivered	closed	closed	wc_order_N2qyVxkzGhlMx	order-28-aug-2023-0817-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=737911	0	shop_order		6
738149	1	2023-08-28 16:45:58	2023-08-28 11:15:58		Order &ndash; August 28, 2023 @ 04:45 PM		wc-delivered	closed	closed	wc_order_puSPgW4Ili7n0	order-28-aug-2023-1115-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=738149	0	shop_order		7
739782	1	2023-08-29 15:00:43	2023-08-29 09:30:43		Order &ndash; August 29, 2023 @ 03:00 PM	Ordered product good,nice packaging not defective if memory cards not running properly working,returning.i hope first time buy product nilgiristores site send good products thx	wc-refunded	closed	closed	wc_order_2XNkURzTt4W2b	order-29-aug-2023-0930-am			2023-08-29 21:38:34	2023-08-29 16:08:34		0	https://nilgiristores.in/?post_type=shop_order&#038;p=739782	0	shop_order		21
739807	1	2023-08-30 16:57:41	2023-08-30 11:27:41		Order &ndash; August 30, 2023 @ 04:57 PM		wc-delivered	closed	closed	wc_order_lW6B9TrfdjSGh	order-30-aug-2023-1127-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=739807	0	shop_order		8
739810	1	2023-08-31 06:23:19	2023-08-31 00:53:19		Order &ndash; August 31, 2023 @ 06:23 AM		wc-delivered	closed	closed	wc_order_mKJbCUwWbZlVb	order-31-aug-2023-1253-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=739810	0	shop_order		10
739823	1	2023-08-31 13:01:12	2023-08-31 07:31:12		Order &ndash; August 31, 2023 @ 01:01 PM		wc-delivered	closed	closed	wc_order_QFxik95QhULGR	order-31-aug-2023-0731-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=739823	0	shop_order		8
739824	1	2023-08-31 15:50:37	2023-08-31 10:20:37		Order &ndash; August 31, 2023 @ 03:50 PM		wc-delivered	closed	closed	wc_order_qmndnDvalNUvU	order-31-aug-2023-1020-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=739824	0	shop_order		7
743467	1	2023-09-01 09:31:30	2023-09-01 04:01:30		Order &ndash; September 1, 2023 @ 09:31 AM		wc-refunded	closed	closed	wc_order_VZStgnKr5CRNg	order-01-sep-2023-0401-am			2023-09-01 12:20:42	2023-09-01 06:50:42		0	https://nilgiristores.in/?post_type=shop_order&#038;p=743467	0	shop_order		6
746218	1	2023-09-02 17:03:48	2023-09-02 11:33:48		Order &ndash; September 2, 2023 @ 05:03 PM		wc-delivered	closed	closed	wc_order_fiOCkqlQG6QyO	order-02-sep-2023-1133-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=746218	0	shop_order		9
747154	1	2023-09-02 22:38:22	2023-09-02 17:08:22		Order &ndash; September 2, 2023 @ 10:38 PM		wc-delivered	closed	closed	wc_order_AXwuRrss6o78m	order-02-sep-2023-0508-pm			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=747154	0	shop_order		8
747583	1	2023-09-03 00:55:24	2023-09-02 19:25:24		Order &ndash; September 3, 2023 @ 12:55 AM	Can get products ordered memory cards fast week.first time orders nilgiristores I hope nilgiristores send good products good packaging if memory cards damaged not running well returns thx	wc-refunded	closed	closed	wc_order_vkaCKMps0QwsK	order-02-sep-2023-0725-pm			2023-09-03 08:21:14	2023-09-03 02:51:14		0	https://nilgiristores.in/?post_type=shop_order&#038;p=747583	0	shop_order		4
747832	1	2023-09-03 02:22:46	2023-09-02 20:52:46		Order &ndash; September 3, 2023 @ 02:22 AM		wc-delivered	closed	closed	wc_order_O2Jqrj5BsVhfg	order-02-sep-2023-0852-pm			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=747832	0	shop_order		9
748818	1	2023-09-03 07:46:19	2023-09-03 02:16:19		Order &ndash; September 3, 2023 @ 07:46 AM		wc-delivered	closed	closed	wc_order_lsfELeve4ZMwN	order-03-sep-2023-0216-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=748818	0	shop_order		8
749890	1	2023-09-04 10:22:25	2023-09-04 04:52:25		Order &ndash; September 4, 2023 @ 10:22 AM		wc-delivered	closed	closed	wc_order_J1OL2KOqJdW4Z	order-04-sep-2023-0452-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=749890	0	shop_order		8
749897	1	2023-09-05 13:19:39	2023-09-05 07:49:39		Order &ndash; September 5, 2023 @ 01:19 PM		wc-delivered	closed	closed	wc_order_VYpwHbMlm7VeP	order-05-sep-2023-0749-am			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=749897	0	shop_order		9
749903	1	2023-09-06 22:03:03	2023-09-06 16:33:03		Order &ndash; September 6, 2023 @ 10:03 PM	Call Us. when order Reached to place	wc-delivered	closed	closed	wc_order_aGAVvR8GIcqcA	order-06-sep-2023-0433-pm			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=749903	0	shop_order		8
749904	1	2023-09-07 09:28:20	2023-09-07 03:58:20		Order &ndash; September 7, 2023 @ 09:28 AM		wc-delivered	closed	closed		order-7			2023-10-22 12:21:19	2023-10-22 06:51:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=749904	0	shop_order		9
749905	1	2023-09-07 09:38:22	2023-09-07 04:08:22		Order &ndash; September 7, 2023 @ 09:38 AM		wc-delivered	closed	closed	wc_order_7O7akijBTEUgc	order-07-sep-2023-0408-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=749905	0	shop_order		10
749948	1	2023-09-07 16:53:37	2023-09-07 11:23:37		Order &ndash; September 7, 2023 @ 04:53 PM		wc-delivered	closed	closed	wc_order_wSIm1EDEJVz4X	order-07-sep-2023-1123-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=749948	0	shop_order		8
751293	1	2023-09-07 20:05:00	2023-09-07 14:35:00		Order &ndash; September 7, 2023 @ 08:05 PM		wc-delivered	closed	closed	wc_order_58i1lnAbLiv0w	order-07-sep-2023-0235-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=751293	0	shop_order		8
752292	1	2023-09-07 22:38:50	2023-09-07 17:08:50		Order &ndash; September 7, 2023 @ 10:38 PM		wc-delivered	closed	closed	wc_order_tIwhEu96WB8rc	order-07-sep-2023-0508-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=752292	0	shop_order		8
754654	1	2023-09-08 19:38:17	2023-09-08 14:08:17		Order &ndash; September 8, 2023 @ 07:38 PM		wc-refunded	closed	closed	wc_order_nDAo6R2jnuuBI	order-08-sep-2023-0208-pm			2023-09-12 14:49:39	2023-09-12 09:19:39		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754654	0	shop_order		6
754691	1	2023-09-11 10:07:08	2023-09-11 04:37:08		Order &ndash; September 11, 2023 @ 10:07 AM		wc-delivered	closed	closed	wc_order_0NwSjf1oChgN4	order-11-sep-2023-0437-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754691	0	shop_order		6
754703	1	2023-09-13 20:48:07	2023-09-13 15:18:07		Order &ndash; September 13, 2023 @ 08:48 PM		wc-delivered	closed	closed	wc_order_tjjitH7r3h2UA	order-13-sep-2023-0318-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754703	0	shop_order		5
754706	1	2023-09-15 00:05:19	2023-09-14 18:35:19		Order &ndash; September 15, 2023 @ 12:05 AM		wc-delivered	closed	closed	wc_order_YEpAMWtoMBtXJ	order-14-sep-2023-0635-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754706	0	shop_order		7
754707	1	2023-09-15 10:44:14	2023-09-15 05:14:14		Order &ndash; September 15, 2023 @ 10:44 AM		wc-delivered	closed	closed	wc_order_viUf3X466oyoW	order-15-sep-2023-0514-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754707	0	shop_order		8
754711	1	2023-09-15 21:19:22	2023-09-15 15:49:22		Order &ndash; September 15, 2023 @ 09:19 PM		wc-delivered	closed	closed	wc_order_LRTNArWycy8kt	order-15-sep-2023-0349-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754711	0	shop_order		5
754712	1	2023-09-16 09:44:46	2023-09-16 04:14:46		Order &ndash; September 16, 2023 @ 09:44 AM		wc-delivered	closed	closed	wc_order_UoP04MuxBs2Hm	order-16-sep-2023-0414-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754712	0	shop_order		6
754716	1	2023-09-16 20:11:30	2023-09-16 14:41:30		Order &ndash; September 16, 2023 @ 08:11 PM		wc-refunded	closed	closed	wc_order_eZYdut0GCHbJ0	order-16-sep-2023-0241-pm			2023-10-02 11:12:34	2023-10-02 05:42:34		0	https://nilgiristores.in/?post_type=shop_order&#038;p=754716	0	shop_order		9
761460	1	2023-09-18 22:16:02	2023-09-18 16:46:02		Order &ndash; September 18, 2023 @ 10:16 PM		wc-delivered	closed	closed	wc_order_vIngmtr7C5mFz	order-18-sep-2023-0446-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=761460	0	shop_order		7
764466	1	2023-09-19 18:10:59	2023-09-19 12:40:59		Order &ndash; September 19, 2023 @ 06:10 PM		wc-delivered	closed	closed	wc_order_z6UQCTG1gExfI	order-19-sep-2023-1240-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=764466	0	shop_order		6
764473	1	2023-09-20 09:29:17	2023-09-20 03:59:17		Order &ndash; September 20, 2023 @ 09:29 AM		wc-delivered	closed	closed	wc_order_AoeM4saq8ranX	order-20-sep-2023-0359-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=764473	0	shop_order		7
764992	1	2023-09-20 16:24:57	2023-09-20 10:54:57		Order &ndash; September 20, 2023 @ 04:24 PM		wc-delivered	closed	closed	wc_order_XPAaaFr5WPX17	order-20-sep-2023-1054-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=764992	0	shop_order		7
765613	1	2023-09-20 19:44:59	2023-09-20 14:14:59		Order &ndash; September 20, 2023 @ 07:44 PM		wc-delivered	closed	closed	wc_order_HF3RzaicX1d0B	order-20-sep-2023-0214-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=765613	0	shop_order		6
766112	1	2023-09-20 22:03:55	2023-09-20 16:33:55		Order &ndash; September 20, 2023 @ 10:03 PM	Please keep it safe and try to deliver faster	wc-delivered	closed	closed	wc_order_P7JEVOW5QVG3g	order-20-sep-2023-0433-pm			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=766112	0	shop_order		7
768069	1	2023-09-21 08:18:45	2023-09-21 02:48:45		Order &ndash; September 21, 2023 @ 08:18 AM		wc-delivered	closed	closed	wc_order_nP9c8NwwvySV0	order-21-sep-2023-0248-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=768069	0	shop_order		7
768890	1	2023-09-21 12:12:25	2023-09-21 06:42:25		Order &ndash; September 21, 2023 @ 12:12 PM		wc-delivered	closed	closed	wc_order_jmSuYHgiCZuk0	order-21-sep-2023-0642-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=768890	0	shop_order		6
769394	1	2023-09-21 15:03:30	2023-09-21 09:33:30		Order &ndash; September 21, 2023 @ 03:03 PM		wc-delivered	closed	closed	wc_order_vZi0xYrRQng3H	order-21-sep-2023-0933-am			2023-10-22 12:21:20	2023-10-22 06:51:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=769394	0	shop_order		5
772409	1	2023-09-22 07:04:37	2023-09-22 01:34:37		Order &ndash; September 22, 2023 @ 07:04 AM		wc-delivered	closed	closed	wc_order_PQOrh9qD6NrQ8	order-22-sep-2023-0134-am			2023-10-22 12:21:21	2023-10-22 06:51:21		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772409	0	shop_order		10
772461	1	2023-09-24 04:14:41	2023-09-23 22:44:41		Order &ndash; September 24, 2023 @ 04:14 AM		wc-delivered	closed	closed	wc_order_3i6pBeXFgK5z0	order-23-sep-2023-1044-pm			2023-10-22 12:21:21	2023-10-22 06:51:21		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772461	0	shop_order		14
772468	1	2023-09-24 10:44:13	2023-09-24 05:14:13		Order &ndash; September 24, 2023 @ 10:44 AM		wc-delivered	closed	closed	wc_order_5K2hsqzaeMZMe	order-24-sep-2023-0514-am			2023-12-02 09:40:37	2023-12-02 04:10:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772468	0	shop_order		8
772488	1	2023-09-25 14:40:29	2023-09-25 09:10:29		Order &ndash; September 25, 2023 @ 02:40 PM		wc-delivered	closed	closed	wc_order_3GC6r55ouUW30	order-25-sep-2023-0910-am			2023-12-02 09:40:37	2023-12-02 04:10:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772488	0	shop_order		7
772511	1	2023-09-28 12:39:55	2023-09-28 07:09:55		Order &ndash; September 28, 2023 @ 12:39 PM		wc-delivered	closed	closed	wc_order_CXkXEjTsQMvzV	order-28-sep-2023-0709-am			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772511	0	shop_order		7
772516	1	2023-09-29 13:55:02	2023-09-29 08:25:02		Order &ndash; September 29, 2023 @ 01:55 PM		wc-delivered	closed	closed	wc_order_QY6cVNadAVJ36	order-29-sep-2023-0825-am			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772516	0	shop_order		10
772518	1	2023-09-29 21:33:37	2023-09-29 16:03:37		Order &ndash; September 29, 2023 @ 09:33 PM		wc-delivered	closed	closed	wc_order_z8MIZHi7SmOtP	order-29-sep-2023-0403-pm			2023-10-22 12:21:21	2023-10-22 06:51:21		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772518	0	shop_order		8
772547	1	2023-10-19 14:08:14	2023-10-19 08:38:14		Order &ndash; October 19, 2023 @ 02:08 PM		wc-delivered	closed	closed		order-8			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772547	0	shop_order		4
772548	1	2023-10-19 14:08:45	2023-10-19 08:38:45		Order &ndash; October 19, 2023 @ 02:08 PM		wc-completed	closed	closed		order-10			2023-12-15 10:00:25	2023-12-15 04:30:25		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772548	0	shop_order		13
772552	1	2023-10-19 14:57:22	2023-10-19 09:27:22		Order &ndash; October 19, 2023 @ 02:57 PM		wc-delivered	closed	closed		order-october-19-2023-0300-pm			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772552	0	shop_order		4
772553	1	2023-10-19 15:09:15	2023-10-19 09:39:15		Order &ndash; October 19, 2023 @ 03:09 PM		wc-delivered	closed	closed		order-october-19-2023-0313-pm			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772553	0	shop_order		5
772554	1	2023-10-19 15:15:00	2023-10-19 09:45:00		Order &ndash; October 19, 2023 @ 03:15 PM		wc-delivered	closed	closed		order-october-19-2023-0318-pm			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772554	0	shop_order		4
772555	1	2023-10-19 15:20:20	2023-10-19 09:50:20		Order &ndash; October 19, 2023 @ 03:20 PM		wc-completed	closed	closed		order-october-19-2023-0331-pm			2023-12-21 08:44:55	2023-12-21 03:14:55		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772555	0	shop_order		5
772556	1	2023-10-19 15:31:50	2023-10-19 10:01:50		Order &ndash; October 19, 2023 @ 03:31 PM		wc-delivered	closed	closed	wc_order_LjfZzXvmXFTiT	order-19-oct-2023-1001-am			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772556	0	shop_order		6
772557	1	2023-10-19 15:35:06	2023-10-19 10:05:06		Order &ndash; October 19, 2023 @ 03:35 PM		wc-delivered	closed	closed		order-october-19-2023-0339-pm			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772557	0	shop_order		4
772558	1	2023-10-19 15:40:47	2023-10-19 10:10:47		Order &ndash; October 19, 2023 @ 03:40 PM		wc-completed	closed	closed		order-october-19-2023-0410-pm			2023-11-10 18:32:57	2023-11-10 13:02:57		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772558	0	shop_order		7
772559	1	2023-10-19 16:12:49	2023-10-19 10:42:49		Order &ndash; October 19, 2023 @ 04:12 PM		wc-delivered	closed	closed		order-october-19-2023-0412-pm			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772559	0	shop_order		6
772561	1	2023-10-19 16:30:33	2023-10-19 11:00:33		Order &ndash; October 19, 2023 @ 04:30 PM		wc-delivered	closed	closed		order-9			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772561	0	shop_order		6
772566	1	2023-10-20 11:24:39	2023-10-20 05:54:39		Order &ndash; October 20, 2023 @ 11:24 AM		wc-failed	closed	closed	wc_order_ef68nnvApKkcP	order-20-oct-2023-0554-am			2023-10-26 22:01:22	2023-10-26 16:31:22		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772566	0	shop_order		2
772567	1	2023-10-20 16:31:37	2023-10-20 11:01:37		Order &ndash; October 20, 2023 @ 04:31 PM		wc-failed	closed	closed	wc_order_RpH8zPA0oH5n0	order-20-oct-2023-1101-am			2023-10-26 22:01:21	2023-10-26 16:31:21		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772567	0	shop_order		2
772568	1	2023-10-20 19:10:29	2023-10-20 13:40:29		Order &ndash; October 20, 2023 @ 07:10 PM		wc-failed	closed	closed	wc_order_zayYKJJlxb9aL	order-20-oct-2023-0140-pm			2023-10-26 22:01:21	2023-10-26 16:31:21		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772568	0	shop_order		2
772569	1	2023-10-20 20:52:47	2023-10-20 15:22:47		Order &ndash; October 20, 2023 @ 08:52 PM		wc-failed	closed	closed	wc_order_An0TFpHlmMiFG	order-20-oct-2023-0322-pm			2023-10-26 22:01:20	2023-10-26 16:31:20		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772569	0	shop_order		3
772570	1	2023-10-20 22:52:06	2023-10-20 17:22:06		Order &ndash; October 20, 2023 @ 10:52 PM		wc-failed	closed	closed	wc_order_3TeyZ90mIoWA3	order-20-oct-2023-0522-pm			2023-10-26 22:01:19	2023-10-26 16:31:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772570	0	shop_order		3
772571	1	2023-10-21 00:02:04	2023-10-20 18:32:04		Order &ndash; October 21, 2023 @ 12:02 AM		wc-failed	closed	closed	wc_order_vsWRF9IFDm5Lm	order-20-oct-2023-0632-pm			2023-10-26 22:01:19	2023-10-26 16:31:19		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772571	0	shop_order		2
772574	1	2023-10-21 14:07:15	2023-10-21 08:37:15		Order &ndash; October 21, 2023 @ 02:07 PM		wc-delivered	closed	closed	wc_order_1oLIt1BIsp52H	order-21-oct-2023-0837-am			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772574	0	shop_order		7
772575	1	2023-10-21 15:35:55	2023-10-21 10:05:55		Order &ndash; October 21, 2023 @ 03:35 PM		wc-failed	closed	closed	wc_order_42hYFqIk1RERj	order-21-oct-2023-1005-am			2023-10-26 22:01:18	2023-10-26 16:31:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772575	0	shop_order		2
772576	1	2023-10-21 16:26:34	2023-10-21 10:56:34		Order &ndash; October 21, 2023 @ 04:26 PM		wc-failed	closed	closed	wc_order_8qyZYzuQcLs8d	order-21-oct-2023-1056-am			2023-10-26 22:01:18	2023-10-26 16:31:18		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772576	0	shop_order		2
772577	1	2023-10-21 18:12:47	2023-10-21 12:42:47		Order &ndash; October 21, 2023 @ 06:12 PM		wc-delivered	closed	closed	wc_order_R6DYBOKsH8RYs	order-21-oct-2023-1242-pm			2023-12-02 09:40:38	2023-12-02 04:10:38		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772577	0	shop_order		12
772594	1	2023-10-21 21:51:40	2023-10-21 16:21:40		Order &ndash; October 21, 2023 @ 09:51 PM		wc-failed	closed	closed	wc_order_S7O0J5wIEoYWr	order-21-oct-2023-0421-pm			2023-10-26 22:01:17	2023-10-26 16:31:17		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772594	0	shop_order		2
772605	1	2023-10-22 11:53:58	2023-10-22 06:23:58		Order &ndash; October 22, 2023 @ 11:53 AM		wc-failed	closed	closed	wc_order_HMrju3eT3QYT9	order-22-oct-2023-0623-am			2023-10-22 20:33:37	2023-10-22 15:03:37		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772605	0	shop_order		4
772610	1	2023-10-22 18:05:17	2023-10-22 12:35:17		Order &ndash; October 22, 2023 @ 06:05 PM		wc-failed	closed	closed	wc_order_UI0VD9MnhvE3N	order-22-oct-2023-1235-pm			2023-10-26 22:01:16	2023-10-26 16:31:16		0	https://nilgiristores.in/?post_type=shop_order&#038;p=772610	0	shop_order		2
